source_id,orig_index,batch_id,teff,logg,mh,alpha,error
1.84457726981644e+18,157,1,4894.67626953125,4.553400039672852,-0.14339999854564667,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.8573065221011707e+18,158,1,6041.650390625,4.083099842071533,-0.45579999685287476,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.8572830430199603e+17,159,1,5011.0888671875,4.398399829864502,-0.3801000118255615,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.993543785364737e+17,160,1,4851.96728515625,3.22379994392395,-0.07580000162124634,0.0,name 'generate_ispec_spectrum_from_params' is not defined
5.4827491346177485e+17,161,1,5179.48779296875,4.635200023651123,-0.5085999965667725,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.2292932573432274e+18,162,1,4377.6357421875,4.606400012969971,-0.04800000041723251,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.479721706471075e+18,163,1,4417.556640625,4.437900066375732,-0.699999988079071,0.0,name 'generate_ispec_spectrum_from_params' is not defined
5.142230860213243e+18,164,1,5524.58056640625,4.437399864196777,-0.5203999876976013,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.7983812887746924e+18,165,1,5692.45751953125,4.0725998878479,-0.2678999900817871,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.591593784781907e+18,166,1,5322.7109375,4.258800029754639,-0.557200014591217,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.861716991130658e+18,167,1,4231.166015625,4.659999847412109,0.03539999946951866,0.0,name 'generate_ispec_spectrum_from_params' is not defined
5.980430359811176e+17,168,1,5703.033203125,3.955699920654297,-0.0982000008225441,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.033782417628276e+18,169,1,4824.86328125,4.3927001953125,-1.3858000040054321,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.221477294523852e+18,170,1,5411.2529296875,4.678299903869629,-0.9599999785423279,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.6676169923304556e+18,171,1,5262.18798828125,4.552000045776367,-0.412200003862381,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.277697649130618e+18,172,1,4069.3515625,4.804999828338623,-0.777400016784668,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.469990859750693e+18,173,1,5992.00830078125,4.045899868011475,-0.7522000074386597,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.7645571457117005e+18,174,1,4312.75830078125,4.3709001541137695,-0.8675000071525574,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.8429984699013734e+18,175,1,4699.72216796875,4.792699813842773,-1.1128000020980835,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.1130176392587978e+18,176,1,5496.6611328125,4.533699989318848,-0.46129998564720154,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.0826842738257114e+17,177,1,5472.0087890625,4.739999771118164,-1.519700050354004,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.025634037052293e+18,178,1,5824.08642578125,4.276700019836426,-0.7754999995231628,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.3838559218147092e+18,179,1,4918.955078125,4.492000102996826,-0.49790000915527344,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.1899320853989796e+18,180,1,4999.39990234375,4.593200206756592,-1.7479000091552734,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.843682801413464e+18,181,1,4685.73583984375,4.7870001792907715,-1.2093000411987305,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.2038993720676864e+18,182,1,4384.4736328125,4.557000160217285,0.09440000355243683,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.2172162445851776e+18,183,1,5928.40380859375,4.275700092315674,-0.5526999831199646,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.4845467057705103e+18,184,1,5034.07080078125,4.096499919891357,-0.04129999876022339,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.487506659791966e+18,185,1,5416.62353515625,4.271699905395508,-0.193900004029274,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.5657958777152553e+18,186,1,5498.42041015625,4.565499782562256,-0.5375000238418579,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.8024023359405307e+18,187,1,5086.64990234375,4.660999774932861,-0.7318000197410583,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.766975686316178e+17,188,1,9450.4169921875,4.343200206756592,-1.3667999505996704,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.84364944241738e+17,189,1,5139.23681640625,3.569999933242798,-0.008700000122189522,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.383490050924804e+17,190,1,5182.05322265625,4.70989990234375,-1.1717000007629395,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.7422920739050058e+18,191,1,5463.60986328125,4.407599925994873,-0.04520000144839287,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.9078452648234153e+18,192,1,5211.6552734375,4.574999809265137,-0.8496000170707703,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.809947929245768e+18,193,1,5368.80908203125,4.411499977111816,-0.888700008392334,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.2100735421735634e+18,194,1,5030.45458984375,4.695799827575684,-1.3931000232696533,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.116585246907173e+17,195,1,4138.57958984375,4.335999965667725,0.12540000677108765,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.236299043470178e+18,196,1,4990.3125,4.778800010681152,-1.419700026512146,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.6020606230572063e+18,197,1,5962.4921875,4.295599937438965,-0.5626000165939331,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.511881325056313e+18,198,1,5059.56298828125,4.510000228881836,-0.11789999902248383,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.517527282919983e+18,199,1,4506.927734375,4.598899841308594,0.2671999931335449,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.416884253363305e+17,200,2,5164.77978515625,4.652599811553955,-0.6039000153541565,0.0,name 'generate_ispec_spectrum_from_params' is not defined
